"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","112","Update product with invalid data fails","tests.products","Tue Nov 04 18:05:09 UTC 2025","failed","Tue Nov 04 18:05:09 UTC 2025","TestProducts","test_products","",""
"","235","Update category with invalid data fails","tests.categories","Tue Nov 04 18:05:03 UTC 2025","broken","Tue Nov 04 18:05:03 UTC 2025","TestCategories","test_categories","",""
"","243","Create user with invalid data fails","tests.users","Tue Nov 04 18:05:10 UTC 2025","passed","Tue Nov 04 18:05:10 UTC 2025","TestUsers","test_users","",""
"","216","Create product with invalid data fails","tests.products","Tue Nov 04 18:05:05 UTC 2025","passed","Tue Nov 04 18:05:05 UTC 2025","TestProducts","test_products","",""
"","122","Update product with invalid data fails","tests.products","Tue Nov 04 18:05:11 UTC 2025","failed","Tue Nov 04 18:05:11 UTC 2025","TestProducts","test_products","",""
"","54","Get locations with limit","tests.locations","Tue Nov 04 18:05:04 UTC 2025","passed","Tue Nov 04 18:05:04 UTC 2025","TestLocations","test_locations","",""
"","42","Upload file","tests.files","Tue Nov 04 18:05:04 UTC 2025","passed","Tue Nov 04 18:05:04 UTC 2025","TestFiles","test_files","",""
"","14","Update user with invalid data fails","tests.users","Tue Nov 04 18:05:12 UTC 2025","passed","Tue Nov 04 18:05:12 UTC 2025","TestUsers","test_users","",""
"","229","Update user","tests.users","Tue Nov 04 18:05:11 UTC 2025","passed","Tue Nov 04 18:05:12 UTC 2025","TestUsers","test_users","",""
"","13","Get product by slug","tests.products","Tue Nov 04 18:05:06 UTC 2025","failed","Tue Nov 04 18:05:06 UTC 2025","TestProducts","test_products","",""
"","13","Update user with invalid data fails","tests.users","Tue Nov 04 18:05:12 UTC 2025","passed","Tue Nov 04 18:05:12 UTC 2025","TestUsers","test_users","",""
"","217","Create user with invalid data fails","tests.users","Tue Nov 04 18:05:10 UTC 2025","passed","Tue Nov 04 18:05:10 UTC 2025","TestUsers","test_users","",""
"","15","Update product with invalid data fails","tests.products","Tue Nov 04 18:05:10 UTC 2025","passed","Tue Nov 04 18:05:10 UTC 2025","TestProducts","test_products","",""
"","12","Get product by ID","tests.products","Tue Nov 04 18:05:05 UTC 2025","failed","Tue Nov 04 18:05:05 UTC 2025","TestProducts","test_products","",""
"","15","Get category by slug","tests.categories","Tue Nov 04 18:05:02 UTC 2025","passed","Tue Nov 04 18:05:02 UTC 2025","TestCategories","test_categories","",""
"","0","Update product with invalid data fails","tests.products","Tue Nov 04 18:05:08 UTC 2025","broken","Tue Nov 04 18:05:08 UTC 2025","TestProducts","test_products","",""
"","18","Get category by ID","tests.categories","Tue Nov 04 18:05:02 UTC 2025","passed","Tue Nov 04 18:05:02 UTC 2025","TestCategories","test_categories","",""
"","15","Get user by ID","tests.users","Tue Nov 04 18:05:11 UTC 2025","passed","Tue Nov 04 18:05:11 UTC 2025","TestUsers","test_users","",""
"","228","Create category with invalid data fails","tests.categories","Tue Nov 04 18:05:01 UTC 2025","passed","Tue Nov 04 18:05:02 UTC 2025","TestCategories","test_categories","",""
"","11","Get file","tests.files","Tue Nov 04 18:05:04 UTC 2025","passed","Tue Nov 04 18:05:04 UTC 2025","TestFiles","test_files","",""
"","37","Get locations with radius","tests.locations","Tue Nov 04 18:05:04 UTC 2025","passed","Tue Nov 04 18:05:04 UTC 2025","TestLocations","test_locations","",""
"","244","Update category","tests.categories","Tue Nov 04 18:05:03 UTC 2025","passed","Tue Nov 04 18:05:03 UTC 2025","TestCategories","test_categories","",""
"","313","Create user with invalid data fails","tests.users","Tue Nov 04 18:05:10 UTC 2025","passed","Tue Nov 04 18:05:11 UTC 2025","TestUsers","test_users","",""
"","47","Get locations by origin","tests.locations","Tue Nov 04 18:05:04 UTC 2025","passed","Tue Nov 04 18:05:04 UTC 2025","TestLocations","test_locations","",""
"","45","Login with correct credentials","tests.authentication","Tue Nov 04 18:05:02 UTC 2025","passed","Tue Nov 04 18:05:02 UTC 2025","TestAuthentication","test_authentication","",""
"","47","Refreshing tokens with a valid token returns a new token pair","tests.authentication","Tue Nov 04 18:05:02 UTC 2025","passed","Tue Nov 04 18:05:02 UTC 2025","TestAuthentication","test_authentication","",""
"","12","Existing email is unavailable","tests.users","Tue Nov 04 18:05:12 UTC 2025","passed","Tue Nov 04 18:05:12 UTC 2025","TestUsers","test_users","",""
"","15","Update product with invalid data fails","tests.products","Tue Nov 04 18:05:08 UTC 2025","passed","Tue Nov 04 18:05:08 UTC 2025","TestProducts","test_products","",""
"","48","Getting users","tests.users","Tue Nov 04 18:05:12 UTC 2025","passed","Tue Nov 04 18:05:12 UTC 2025","TestUsers","test_users","",""
"","11","Delete product","tests.products","Tue Nov 04 18:05:09 UTC 2025","passed","Tue Nov 04 18:05:09 UTC 2025","TestProducts","test_products","",""
"","447","Create product with invalid data fails","tests.products","Tue Nov 04 18:05:04 UTC 2025","passed","Tue Nov 04 18:05:05 UTC 2025","TestProducts","test_products","",""
"","16","Update category with invalid data fails","tests.categories","Tue Nov 04 18:05:03 UTC 2025","passed","Tue Nov 04 18:05:03 UTC 2025","TestCategories","test_categories","",""
"","375","Create category with invalid data fails","tests.categories","Tue Nov 04 18:05:03 UTC 2025","passed","Tue Nov 04 18:05:03 UTC 2025","TestCategories","test_categories","",""
"","160","Update product with invalid data fails","tests.products","Tue Nov 04 18:05:07 UTC 2025","failed","Tue Nov 04 18:05:07 UTC 2025","TestProducts","test_products","",""
"","216","Create category with invalid data fails","tests.categories","Tue Nov 04 18:05:02 UTC 2025","passed","Tue Nov 04 18:05:02 UTC 2025","TestCategories","test_categories","",""
"","230","Update product","tests.products","Tue Nov 04 18:05:06 UTC 2025","failed","Tue Nov 04 18:05:07 UTC 2025","TestProducts","test_products","",""
"","289","Update user with invalid data fails","tests.users","Tue Nov 04 18:05:11 UTC 2025","broken","Tue Nov 04 18:05:12 UTC 2025","TestUsers","test_users","",""
"","43","Retrieving an authenticated user’s profile","tests.authentication","Tue Nov 04 18:05:02 UTC 2025","passed","Tue Nov 04 18:05:02 UTC 2025","TestAuthentication","test_authentication","",""
"","49","Getting categories","tests.categories","Tue Nov 04 18:05:04 UTC 2025","passed","Tue Nov 04 18:05:04 UTC 2025","TestCategories","test_categories","",""
"","302","Create product with invalid data fails","tests.products","Tue Nov 04 18:05:06 UTC 2025","passed","Tue Nov 04 18:05:06 UTC 2025","TestProducts","test_products","",""
