"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","261","Update product with invalid data fails","tests.products","Wed Nov 05 10:19:50 UTC 2025","failed","Wed Nov 05 10:19:50 UTC 2025","TestProducts","test_products","",""
"","368","Create user with invalid data fails","tests.users","Wed Nov 05 10:19:52 UTC 2025","passed","Wed Nov 05 10:19:52 UTC 2025","TestUsers","test_users","",""
"","83","Non-existing email is available","tests.users","Wed Nov 05 10:19:55 UTC 2025","failed","Wed Nov 05 10:19:55 UTC 2025","TestUsers","test_users","",""
"","409","Create product","tests.products","Wed Nov 05 10:19:43 UTC 2025","passed","Wed Nov 05 10:19:43 UTC 2025","TestProducts","test_products","",""
"","82","Get file","tests.files","Wed Nov 05 10:19:41 UTC 2025","passed","Wed Nov 05 10:19:41 UTC 2025","TestFiles","test_files","",""
"","408","Create product with invalid data fails","tests.products","Wed Nov 05 10:19:40 UTC 2025","passed","Wed Nov 05 10:19:41 UTC 2025","TestProducts","test_products","",""
"","294","Update product with invalid data fails","tests.products","Wed Nov 05 10:19:46 UTC 2025","failed","Wed Nov 05 10:19:47 UTC 2025","TestProducts","test_products","",""
"","264","Login with correct credentials","tests.authentication","Wed Nov 05 10:19:30 UTC 2025","passed","Wed Nov 05 10:19:31 UTC 2025","TestAuthentication","test_authentication","",""
"","80","Delete product","tests.products","Wed Nov 05 10:19:50 UTC 2025","passed","Wed Nov 05 10:19:50 UTC 2025","TestProducts","test_products","",""
"","330","Create user with invalid data fails","tests.users","Wed Nov 05 10:19:51 UTC 2025","passed","Wed Nov 05 10:19:51 UTC 2025","TestUsers","test_users","",""
"","303","Update user","tests.users","Wed Nov 05 10:19:53 UTC 2025","passed","Wed Nov 05 10:19:53 UTC 2025","TestUsers","test_users","",""
"","240","Getting categories","tests.categories","Wed Nov 05 10:19:40 UTC 2025","passed","Wed Nov 05 10:19:40 UTC 2025","TestCategories","test_categories","",""
"","89","Update product with invalid data fails","tests.products","Wed Nov 05 10:19:47 UTC 2025","passed","Wed Nov 05 10:19:47 UTC 2025","TestProducts","test_products","",""
"","238","Update product with invalid data fails","tests.products","Wed Nov 05 10:19:49 UTC 2025","failed","Wed Nov 05 10:19:50 UTC 2025","TestProducts","test_products","",""
"","86","Get user by ID","tests.users","Wed Nov 05 10:19:52 UTC 2025","passed","Wed Nov 05 10:19:52 UTC 2025","TestUsers","test_users","",""
"","460","Create product with invalid data fails","tests.products","Wed Nov 05 10:19:44 UTC 2025","passed","Wed Nov 05 10:19:44 UTC 2025","TestProducts","test_products","",""
"","91","Get category by slug","tests.categories","Wed Nov 05 10:19:32 UTC 2025","passed","Wed Nov 05 10:19:32 UTC 2025","TestCategories","test_categories","",""
"","90","Update user with invalid data fails","tests.users","Wed Nov 05 10:19:54 UTC 2025","passed","Wed Nov 05 10:19:54 UTC 2025","TestUsers","test_users","",""
"","343","Create user","tests.users","Wed Nov 05 10:19:51 UTC 2025","passed","Wed Nov 05 10:19:51 UTC 2025","TestUsers","test_users","",""
"","87","Update product with invalid data fails","tests.products","Wed Nov 05 10:19:48 UTC 2025","passed","Wed Nov 05 10:19:48 UTC 2025","TestProducts","test_products","",""
"","0","Get product by ID","tests.products","Wed Nov 05 10:19:46 UTC 2025","broken","Wed Nov 05 10:19:46 UTC 2025","TestProducts","test_products","",""
"","467","Create product with invalid data fails","tests.products","Wed Nov 05 10:19:41 UTC 2025","passed","Wed Nov 05 10:19:41 UTC 2025","TestProducts","test_products","",""
"","261","Retrieving an authenticated user’s profile","tests.authentication","Wed Nov 05 10:19:32 UTC 2025","passed","Wed Nov 05 10:19:32 UTC 2025","TestAuthentication","test_authentication","",""
"","251","Get locations with radius","tests.locations","Wed Nov 05 10:19:42 UTC 2025","passed","Wed Nov 05 10:19:42 UTC 2025","TestLocations","test_locations","",""
"","357","Getting users","tests.users","Wed Nov 05 10:19:55 UTC 2025","passed","Wed Nov 05 10:19:55 UTC 2025","TestUsers","test_users","",""
"","88","Get category by ID","tests.categories","Wed Nov 05 10:19:31 UTC 2025","passed","Wed Nov 05 10:19:32 UTC 2025","TestCategories","test_categories","",""
"","245","Get user with an invalid ID fails","tests.users","Wed Nov 05 10:19:52 UTC 2025","passed","Wed Nov 05 10:19:52 UTC 2025","TestUsers","test_users","",""
"","553","Create user with invalid data fails","tests.users","Wed Nov 05 10:19:51 UTC 2025","passed","Wed Nov 05 10:19:52 UTC 2025","TestUsers","test_users","",""
"","612","Create product with invalid data fails","tests.products","Wed Nov 05 10:19:35 UTC 2025","passed","Wed Nov 05 10:19:35 UTC 2025","TestProducts","test_products","",""
"","325","Upload file","tests.files","Wed Nov 05 10:19:40 UTC 2025","passed","Wed Nov 05 10:19:41 UTC 2025","TestFiles","test_files","",""
"","88","Update category with invalid data fails","tests.categories","Wed Nov 05 10:19:35 UTC 2025","passed","Wed Nov 05 10:19:35 UTC 2025","TestCategories","test_categories","",""
"","536","Create product with invalid data fails","tests.products","Wed Nov 05 10:19:43 UTC 2025","passed","Wed Nov 05 10:19:43 UTC 2025","TestProducts","test_products","",""
"","297","Update product","tests.products","Wed Nov 05 10:19:45 UTC 2025","failed","Wed Nov 05 10:19:46 UTC 2025","TestProducts","test_products","",""
"","501","Create category with invalid data fails","tests.categories","Wed Nov 05 10:19:30 UTC 2025","passed","Wed Nov 05 10:19:31 UTC 2025","TestCategories","test_categories","",""
"","252","Get locations by origin","tests.locations","Wed Nov 05 10:19:42 UTC 2025","passed","Wed Nov 05 10:19:42 UTC 2025","TestLocations","test_locations","",""
"","413","Create product with invalid data fails","tests.products","Wed Nov 05 10:19:42 UTC 2025","passed","Wed Nov 05 10:19:42 UTC 2025","TestProducts","test_products","",""
"","658","Create category with invalid data fails","tests.categories","Wed Nov 05 10:19:30 UTC 2025","passed","Wed Nov 05 10:19:30 UTC 2025","TestCategories","test_categories","",""
"","86","Update category with invalid data fails","tests.categories","Wed Nov 05 10:19:34 UTC 2025","failed","Wed Nov 05 10:19:34 UTC 2025","TestCategories","test_categories","",""
"","269","Get locations with limit","tests.locations","Wed Nov 05 10:19:42 UTC 2025","passed","Wed Nov 05 10:19:42 UTC 2025","TestLocations","test_locations","",""
"","84","Update user with invalid data fails","tests.users","Wed Nov 05 10:19:54 UTC 2025","passed","Wed Nov 05 10:19:54 UTC 2025","TestUsers","test_users","",""
"","84","Get product by slug","tests.products","Wed Nov 05 10:19:44 UTC 2025","failed","Wed Nov 05 10:19:44 UTC 2025","TestProducts","test_products","",""
"","257","Update user with invalid data fails","tests.users","Wed Nov 05 10:19:53 UTC 2025","broken","Wed Nov 05 10:19:53 UTC 2025","TestUsers","test_users","",""
"","86","Update product with invalid data fails","tests.products","Wed Nov 05 10:19:49 UTC 2025","passed","Wed Nov 05 10:19:49 UTC 2025","TestProducts","test_products","",""
"","271","Refreshing tokens with an invalid token returns an error","tests.authentication","Wed Nov 05 10:19:33 UTC 2025","passed","Wed Nov 05 10:19:33 UTC 2025","TestAuthentication","test_authentication","",""
"","81","Existing email is unavailable","tests.users","Wed Nov 05 10:19:55 UTC 2025","passed","Wed Nov 05 10:19:55 UTC 2025","TestUsers","test_users","",""
"","88","Update user with invalid data fails","tests.users","Wed Nov 05 10:19:54 UTC 2025","passed","Wed Nov 05 10:19:54 UTC 2025","TestUsers","test_users","",""
"","255","Login with invalid credentials","tests.authentication","Wed Nov 05 10:19:31 UTC 2025","passed","Wed Nov 05 10:19:31 UTC 2025","TestAuthentication","test_authentication","",""
"","89","Update product with invalid data fails","tests.products","Wed Nov 05 10:19:48 UTC 2025","passed","Wed Nov 05 10:19:48 UTC 2025","TestProducts","test_products","",""
"","416","Getting products","tests.products","Wed Nov 05 10:19:51 UTC 2025","passed","Wed Nov 05 10:19:51 UTC 2025","TestProducts","test_products","",""
"","239","Get locations","tests.locations","Wed Nov 05 10:19:41 UTC 2025","passed","Wed Nov 05 10:19:41 UTC 2025","TestLocations","test_locations","",""
"","510","Create category with invalid data fails","tests.categories","Wed Nov 05 10:19:34 UTC 2025","passed","Wed Nov 05 10:19:34 UTC 2025","TestCategories","test_categories","",""
"","452","Create user with invalid data fails","tests.users","Wed Nov 05 10:19:50 UTC 2025","passed","Wed Nov 05 10:19:51 UTC 2025","TestUsers","test_users","",""
"","388","Create user with invalid data fails","tests.users","Wed Nov 05 10:19:51 UTC 2025","passed","Wed Nov 05 10:19:52 UTC 2025","TestUsers","test_users","",""
"","596","Create product with invalid data fails","tests.products","Wed Nov 05 10:19:45 UTC 2025","passed","Wed Nov 05 10:19:46 UTC 2025","TestProducts","test_products","",""
"","84","Update user with invalid data fails","tests.users","Wed Nov 05 10:19:54 UTC 2025","passed","Wed Nov 05 10:19:54 UTC 2025","TestUsers","test_users","",""
"","165","Update category with invalid data fails","tests.categories","Wed Nov 05 10:19:33 UTC 2025","broken","Wed Nov 05 10:19:33 UTC 2025","TestCategories","test_categories","",""
"","193","Update category","tests.categories","Wed Nov 05 10:19:33 UTC 2025","passed","Wed Nov 05 10:19:33 UTC 2025","TestCategories","test_categories","",""
"","346","Refreshing tokens with a valid token returns a new token pair","tests.authentication","Wed Nov 05 10:19:33 UTC 2025","passed","Wed Nov 05 10:19:33 UTC 2025","TestAuthentication","test_authentication","",""
"","380","Create category","tests.categories","Wed Nov 05 10:19:33 UTC 2025","passed","Wed Nov 05 10:19:34 UTC 2025","TestCategories","test_categories","",""
"","79","Delete category","tests.categories","Wed Nov 05 10:19:40 UTC 2025","passed","Wed Nov 05 10:19:40 UTC 2025","TestCategories","test_categories","",""
