"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","372","Create category with invalid data fails","tests.categories","Tue Nov 04 18:07:21 UTC 2025","passed","Tue Nov 04 18:07:22 UTC 2025","TestCategories","test_categories","",""
"","230","Login with correct credentials","tests.authentication","Tue Nov 04 18:07:19 UTC 2025","passed","Tue Nov 04 18:07:19 UTC 2025","TestAuthentication","test_authentication","",""
"","80","Get category by ID","tests.categories","Tue Nov 04 18:07:20 UTC 2025","passed","Tue Nov 04 18:07:20 UTC 2025","TestCategories","test_categories","",""
"","493","Create user with invalid data fails","tests.users","Tue Nov 04 18:07:36 UTC 2025","passed","Tue Nov 04 18:07:36 UTC 2025","TestUsers","test_users","",""
"","386","Getting products","tests.products","Tue Nov 04 18:07:33 UTC 2025","passed","Tue Nov 04 18:07:34 UTC 2025","TestProducts","test_products","",""
"","361","Create user with invalid data fails","tests.users","Tue Nov 04 18:07:35 UTC 2025","passed","Tue Nov 04 18:07:35 UTC 2025","TestUsers","test_users","",""
"","435","Create product with invalid data fails","tests.products","Tue Nov 04 18:07:23 UTC 2025","passed","Tue Nov 04 18:07:23 UTC 2025","TestProducts","test_products","",""
"","78","Get product by ID","tests.products","Tue Nov 04 18:07:30 UTC 2025","failed","Tue Nov 04 18:07:30 UTC 2025","TestProducts","test_products","",""
"","71","Get file","tests.files","Tue Nov 04 18:07:24 UTC 2025","passed","Tue Nov 04 18:07:24 UTC 2025","TestFiles","test_files","",""
"","388","Create user with invalid data fails","tests.users","Tue Nov 04 18:07:34 UTC 2025","passed","Tue Nov 04 18:07:35 UTC 2025","TestUsers","test_users","",""
"","78","Update user with invalid data fails","tests.users","Tue Nov 04 18:07:38 UTC 2025","passed","Tue Nov 04 18:07:38 UTC 2025","TestUsers","test_users","",""
"","77","Get user by ID","tests.users","Tue Nov 04 18:07:36 UTC 2025","passed","Tue Nov 04 18:07:36 UTC 2025","TestUsers","test_users","",""
"","227","Retrieving an authenticated user’s profile","tests.authentication","Tue Nov 04 18:07:20 UTC 2025","passed","Tue Nov 04 18:07:20 UTC 2025","TestAuthentication","test_authentication","",""
"","222","Upload file","tests.files","Tue Nov 04 18:07:23 UTC 2025","passed","Tue Nov 04 18:07:23 UTC 2025","TestFiles","test_files","",""
"","290","Getting categories","tests.categories","Tue Nov 04 18:07:23 UTC 2025","passed","Tue Nov 04 18:07:23 UTC 2025","TestCategories","test_categories","",""
"","419","Create category with invalid data fails","tests.categories","Tue Nov 04 18:07:19 UTC 2025","passed","Tue Nov 04 18:07:19 UTC 2025","TestCategories","test_categories","",""
"","238","Get user with an invalid ID fails","tests.users","Tue Nov 04 18:07:36 UTC 2025","passed","Tue Nov 04 18:07:36 UTC 2025","TestUsers","test_users","",""
"","74","Update user with invalid data fails","tests.users","Tue Nov 04 18:07:38 UTC 2025","passed","Tue Nov 04 18:07:38 UTC 2025","TestUsers","test_users","",""
"","303","Update product with invalid data fails","tests.products","Tue Nov 04 18:07:33 UTC 2025","failed","Tue Nov 04 18:07:33 UTC 2025","TestProducts","test_products","",""
"","79","Update product with invalid data fails","tests.products","Tue Nov 04 18:07:32 UTC 2025","passed","Tue Nov 04 18:07:32 UTC 2025","TestProducts","test_products","",""
"","216","Get locations by origin","tests.locations","Tue Nov 04 18:07:24 UTC 2025","passed","Tue Nov 04 18:07:24 UTC 2025","TestLocations","test_locations","",""
"","396","Create user with invalid data fails","tests.users","Tue Nov 04 18:07:35 UTC 2025","passed","Tue Nov 04 18:07:35 UTC 2025","TestUsers","test_users","",""
"","228","Refreshing tokens with an invalid token returns an error","tests.authentication","Tue Nov 04 18:07:21 UTC 2025","passed","Tue Nov 04 18:07:21 UTC 2025","TestAuthentication","test_authentication","",""
"","85","Update product with invalid data fails","tests.products","Tue Nov 04 18:07:31 UTC 2025","passed","Tue Nov 04 18:07:31 UTC 2025","TestProducts","test_products","",""
"","429","Create product with invalid data fails","tests.products","Tue Nov 04 18:07:28 UTC 2025","passed","Tue Nov 04 18:07:29 UTC 2025","TestProducts","test_products","",""
"","74","Existing email is unavailable","tests.users","Tue Nov 04 18:07:39 UTC 2025","passed","Tue Nov 04 18:07:39 UTC 2025","TestUsers","test_users","",""
"","218","Get locations with radius","tests.locations","Tue Nov 04 18:07:24 UTC 2025","passed","Tue Nov 04 18:07:25 UTC 2025","TestLocations","test_locations","",""
"","170","Update product with invalid data fails","tests.products","Tue Nov 04 18:07:29 UTC 2025","failed","Tue Nov 04 18:07:30 UTC 2025","TestProducts","test_products","",""
"","76","Get product by slug","tests.products","Tue Nov 04 18:07:27 UTC 2025","failed","Tue Nov 04 18:07:27 UTC 2025","TestProducts","test_products","",""
"","74","Get category by slug","tests.categories","Tue Nov 04 18:07:20 UTC 2025","passed","Tue Nov 04 18:07:20 UTC 2025","TestCategories","test_categories","",""
"","77","Update product with invalid data fails","tests.products","Tue Nov 04 18:07:31 UTC 2025","passed","Tue Nov 04 18:07:31 UTC 2025","TestProducts","test_products","",""
"","231","Update category with invalid data fails","tests.categories","Tue Nov 04 18:07:22 UTC 2025","broken","Tue Nov 04 18:07:22 UTC 2025","TestCategories","test_categories","",""
"","221","Get locations with limit","tests.locations","Tue Nov 04 18:07:24 UTC 2025","passed","Tue Nov 04 18:07:24 UTC 2025","TestLocations","test_locations","",""
"","410","Create product with invalid data fails","tests.products","Tue Nov 04 18:07:26 UTC 2025","passed","Tue Nov 04 18:07:26 UTC 2025","TestProducts","test_products","",""
"","293","Update user","tests.users","Tue Nov 04 18:07:37 UTC 2025","passed","Tue Nov 04 18:07:37 UTC 2025","TestUsers","test_users","",""
"","453","Create product with invalid data fails","tests.products","Tue Nov 04 18:07:25 UTC 2025","passed","Tue Nov 04 18:07:25 UTC 2025","TestProducts","test_products","",""
"","226","Get locations","tests.locations","Tue Nov 04 18:07:24 UTC 2025","passed","Tue Nov 04 18:07:24 UTC 2025","TestLocations","test_locations","",""
"","72","Non-existing email is available","tests.users","Tue Nov 04 18:07:39 UTC 2025","failed","Tue Nov 04 18:07:39 UTC 2025","TestUsers","test_users","",""
"","272","Update user with invalid data fails","tests.users","Tue Nov 04 18:07:37 UTC 2025","broken","Tue Nov 04 18:07:37 UTC 2025","TestUsers","test_users","",""
"","292","Getting users","tests.users","Tue Nov 04 18:07:39 UTC 2025","passed","Tue Nov 04 18:07:39 UTC 2025","TestUsers","test_users","",""
"","76","Update category with invalid data fails","tests.categories","Tue Nov 04 18:07:22 UTC 2025","failed","Tue Nov 04 18:07:22 UTC 2025","TestCategories","test_categories","",""
"","74","Delete product","tests.products","Tue Nov 04 18:07:35 UTC 2025","passed","Tue Nov 04 18:07:35 UTC 2025","TestProducts","test_products","",""
"","549","Create product with invalid data fails","tests.products","Tue Nov 04 18:07:27 UTC 2025","passed","Tue Nov 04 18:07:28 UTC 2025","TestProducts","test_products","",""
"","80","Update category with invalid data fails","tests.categories","Tue Nov 04 18:07:22 UTC 2025","passed","Tue Nov 04 18:07:22 UTC 2025","TestCategories","test_categories","",""
"","459","Create user","tests.users","Tue Nov 04 18:07:34 UTC 2025","passed","Tue Nov 04 18:07:34 UTC 2025","TestUsers","test_users","",""
"","79","Update user with invalid data fails","tests.users","Tue Nov 04 18:07:38 UTC 2025","passed","Tue Nov 04 18:07:38 UTC 2025","TestUsers","test_users","",""
"","300","Refreshing tokens with a valid token returns a new token pair","tests.authentication","Tue Nov 04 18:07:20 UTC 2025","passed","Tue Nov 04 18:07:21 UTC 2025","TestAuthentication","test_authentication","",""
"","494","Create product with invalid data fails","tests.products","Tue Nov 04 18:07:24 UTC 2025","passed","Tue Nov 04 18:07:24 UTC 2025","TestProducts","test_products","",""
"","475","Create user with invalid data fails","tests.users","Tue Nov 04 18:07:35 UTC 2025","passed","Tue Nov 04 18:07:36 UTC 2025","TestUsers","test_users","",""
"","392","Create product with invalid data fails","tests.products","Tue Nov 04 18:07:27 UTC 2025","passed","Tue Nov 04 18:07:27 UTC 2025","TestProducts","test_products","",""
"","75","Update product with invalid data fails","tests.products","Tue Nov 04 18:07:32 UTC 2025","passed","Tue Nov 04 18:07:32 UTC 2025","TestProducts","test_products","",""
"","498","Update category","tests.categories","Tue Nov 04 18:07:21 UTC 2025","passed","Tue Nov 04 18:07:21 UTC 2025","TestCategories","test_categories","",""
"","229","Login with invalid credentials","tests.authentication","Tue Nov 04 18:07:19 UTC 2025","passed","Tue Nov 04 18:07:19 UTC 2025","TestAuthentication","test_authentication","",""
"","334","Update product","tests.products","Tue Nov 04 18:07:28 UTC 2025","failed","Tue Nov 04 18:07:28 UTC 2025","TestProducts","test_products","",""
"","77","Update user with invalid data fails","tests.users","Tue Nov 04 18:07:38 UTC 2025","passed","Tue Nov 04 18:07:38 UTC 2025","TestUsers","test_users","",""
"","926","Create product","tests.products","Tue Nov 04 18:07:25 UTC 2025","passed","Tue Nov 04 18:07:26 UTC 2025","TestProducts","test_products","",""
"","871","Create category with invalid data fails","tests.categories","Tue Nov 04 18:07:18 UTC 2025","passed","Tue Nov 04 18:07:19 UTC 2025","TestCategories","test_categories","",""
"","377","Update product with invalid data fails","tests.products","Tue Nov 04 18:07:34 UTC 2025","failed","Tue Nov 04 18:07:34 UTC 2025","TestProducts","test_products","",""
"","341","Create category","tests.categories","Tue Nov 04 18:07:21 UTC 2025","passed","Tue Nov 04 18:07:21 UTC 2025","TestCategories","test_categories","",""
"","71","Delete category","tests.categories","Tue Nov 04 18:07:23 UTC 2025","passed","Tue Nov 04 18:07:23 UTC 2025","TestCategories","test_categories","",""
