"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","34","Update product with invalid data fails","tests.products","Wed Nov 05 10:27:36 UTC 2025","passed","Wed Nov 05 10:27:36 UTC 2025","TestProducts","test_products","",""
"","289","Create user","tests.users","Wed Nov 05 10:27:38 UTC 2025","passed","Wed Nov 05 10:27:38 UTC 2025","TestUsers","test_users","",""
"","32","Update user with invalid data fails","tests.users","Wed Nov 05 10:27:40 UTC 2025","passed","Wed Nov 05 10:27:40 UTC 2025","TestUsers","test_users","",""
"","31","Existing email is unavailable","tests.users","Wed Nov 05 10:27:41 UTC 2025","passed","Wed Nov 05 10:27:41 UTC 2025","TestUsers","test_users","",""
"","251","Update product with invalid data fails","tests.products","Wed Nov 05 10:27:38 UTC 2025","failed","Wed Nov 05 10:27:38 UTC 2025","TestProducts","test_products","",""
"","107","Login with correct credentials","tests.authentication","Wed Nov 05 10:27:29 UTC 2025","passed","Wed Nov 05 10:27:29 UTC 2025","TestAuthentication","test_authentication","",""
"","108","Get user with an invalid ID fails","tests.users","Wed Nov 05 10:27:40 UTC 2025","passed","Wed Nov 05 10:27:40 UTC 2025","TestUsers","test_users","",""
"","112","Login with invalid credentials","tests.authentication","Wed Nov 05 10:27:29 UTC 2025","passed","Wed Nov 05 10:27:29 UTC 2025","TestAuthentication","test_authentication","",""
"","91","Get locations with limit","tests.locations","Wed Nov 05 10:27:33 UTC 2025","passed","Wed Nov 05 10:27:33 UTC 2025","TestLocations","test_locations","",""
"","140","Refreshing tokens with a valid token returns a new token pair","tests.authentication","Wed Nov 05 10:27:30 UTC 2025","passed","Wed Nov 05 10:27:30 UTC 2025","TestAuthentication","test_authentication","",""
"","301","Update category","tests.categories","Wed Nov 05 10:27:30 UTC 2025","passed","Wed Nov 05 10:27:31 UTC 2025","TestCategories","test_categories","",""
