"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","34","Get user by ID","tests.users","Wed Nov 05 10:41:55 UTC 2025","passed","Wed Nov 05 10:41:55 UTC 2025","TestUsers","test_users","",""
"","318","Create user with invalid data fails","tests.users","Wed Nov 05 10:41:55 UTC 2025","passed","Wed Nov 05 10:41:56 UTC 2025","TestUsers","test_users","",""
"","285","Create user with invalid data fails","tests.users","Wed Nov 05 10:41:55 UTC 2025","passed","Wed Nov 05 10:41:55 UTC 2025","TestUsers","test_users","",""
"","336","Create category with invalid data fails","tests.categories","Wed Nov 05 10:41:47 UTC 2025","passed","Wed Nov 05 10:41:47 UTC 2025","TestCategories","test_categories","",""
"","107","Refreshing tokens with an invalid token returns an error","tests.authentication","Wed Nov 05 10:41:46 UTC 2025","passed","Wed Nov 05 10:41:46 UTC 2025","TestAuthentication","test_authentication","",""
"","87","Get locations by origin","tests.locations","Wed Nov 05 10:41:48 UTC 2025","passed","Wed Nov 05 10:41:48 UTC 2025","TestLocations","test_locations","",""
"","87","Get locations with radius","tests.locations","Wed Nov 05 10:41:49 UTC 2025","passed","Wed Nov 05 10:41:49 UTC 2025","TestLocations","test_locations","",""
"","34","Update product with invalid data fails","tests.products","Wed Nov 05 10:41:53 UTC 2025","passed","Wed Nov 05 10:41:53 UTC 2025","TestProducts","test_products","",""
"","31","Non-existing email is available","tests.users","Wed Nov 05 10:41:57 UTC 2025","failed","Wed Nov 05 10:41:57 UTC 2025","TestUsers","test_users","",""
"","404","Create product","tests.products","Wed Nov 05 10:41:49 UTC 2025","passed","Wed Nov 05 10:41:50 UTC 2025","TestProducts","test_products","",""
"","87","Retrieving an authenticated user’s profile","tests.authentication","Wed Nov 05 10:41:45 UTC 2025","passed","Wed Nov 05 10:41:45 UTC 2025","TestAuthentication","test_authentication","",""
"","212","Create user with invalid data fails","tests.users","Wed Nov 05 10:41:56 UTC 2025","passed","Wed Nov 05 10:41:56 UTC 2025","TestUsers","test_users","",""
"","309","Create product with invalid data fails","tests.products","Wed Nov 05 10:41:51 UTC 2025","passed","Wed Nov 05 10:41:52 UTC 2025","TestProducts","test_products","",""
"","90","Get locations with limit","tests.locations","Wed Nov 05 10:41:48 UTC 2025","passed","Wed Nov 05 10:41:48 UTC 2025","TestLocations","test_locations","",""
"","278","Create product with invalid data fails","tests.products","Wed Nov 05 10:41:48 UTC 2025","passed","Wed Nov 05 10:41:48 UTC 2025","TestProducts","test_products","",""
"","107","Login with correct credentials","tests.authentication","Wed Nov 05 10:41:45 UTC 2025","passed","Wed Nov 05 10:41:45 UTC 2025","TestAuthentication","test_authentication","",""
"","586","Create category","tests.categories","Wed Nov 05 10:41:46 UTC 2025","passed","Wed Nov 05 10:41:47 UTC 2025","TestCategories","test_categories","",""
"","155","Update user","tests.users","Wed Nov 05 10:41:56 UTC 2025","passed","Wed Nov 05 10:41:56 UTC 2025","TestUsers","test_users","",""
"","197","Update product with invalid data fails","tests.products","Wed Nov 05 10:41:52 UTC 2025","failed","Wed Nov 05 10:41:52 UTC 2025","TestProducts","test_products","",""
"","33","Update product with invalid data fails","tests.products","Wed Nov 05 10:41:53 UTC 2025","passed","Wed Nov 05 10:41:53 UTC 2025","TestProducts","test_products","",""
"","34","Update product with invalid data fails","tests.products","Wed Nov 05 10:41:54 UTC 2025","passed","Wed Nov 05 10:41:54 UTC 2025","TestProducts","test_products","",""
"","134","Update product with invalid data fails","tests.products","Wed Nov 05 10:41:54 UTC 2025","failed","Wed Nov 05 10:41:54 UTC 2025","TestProducts","test_products","",""
"","32","Get category by ID","tests.categories","Wed Nov 05 10:41:45 UTC 2025","passed","Wed Nov 05 10:41:45 UTC 2025","TestCategories","test_categories","",""
"","28","Delete product","tests.products","Wed Nov 05 10:41:55 UTC 2025","passed","Wed Nov 05 10:41:55 UTC 2025","TestProducts","test_products","",""
"","281","Create product with invalid data fails","tests.products","Wed Nov 05 10:41:50 UTC 2025","passed","Wed Nov 05 10:41:50 UTC 2025","TestProducts","test_products","",""
"","172","Create user with invalid data fails","tests.users","Wed Nov 05 10:41:54 UTC 2025","passed","Wed Nov 05 10:41:55 UTC 2025","TestUsers","test_users","",""
"","314","Create product with invalid data fails","tests.products","Wed Nov 05 10:41:49 UTC 2025","passed","Wed Nov 05 10:41:49 UTC 2025","TestProducts","test_products","",""
"","177","Create category with invalid data fails","tests.categories","Wed Nov 05 10:41:45 UTC 2025","passed","Wed Nov 05 10:41:45 UTC 2025","TestCategories","test_categories","",""
"","90","Get locations","tests.locations","Wed Nov 05 10:41:48 UTC 2025","passed","Wed Nov 05 10:41:48 UTC 2025","TestLocations","test_locations","",""
"","33","Get product by ID","tests.products","Wed Nov 05 10:41:52 UTC 2025","failed","Wed Nov 05 10:41:53 UTC 2025","TestProducts","test_products","",""
"","273","Create user","tests.users","Wed Nov 05 10:41:54 UTC 2025","passed","Wed Nov 05 10:41:54 UTC 2025","TestUsers","test_users","",""
"","32","Update user with invalid data fails","tests.users","Wed Nov 05 10:41:56 UTC 2025","passed","Wed Nov 05 10:41:56 UTC 2025","TestUsers","test_users","",""
"","162","Getting products","tests.products","Wed Nov 05 10:41:54 UTC 2025","passed","Wed Nov 05 10:41:54 UTC 2025","TestProducts","test_products","",""
"","35","Update user with invalid data fails","tests.users","Wed Nov 05 10:41:57 UTC 2025","passed","Wed Nov 05 10:41:57 UTC 2025","TestUsers","test_users","",""
"","29","Delete category","tests.categories","Wed Nov 05 10:41:48 UTC 2025","passed","Wed Nov 05 10:41:48 UTC 2025","TestCategories","test_categories","",""
"","34","Update user with invalid data fails","tests.users","Wed Nov 05 10:41:57 UTC 2025","passed","Wed Nov 05 10:41:57 UTC 2025","TestUsers","test_users","",""
"","35","Get category by slug","tests.categories","Wed Nov 05 10:41:46 UTC 2025","passed","Wed Nov 05 10:41:46 UTC 2025","TestCategories","test_categories","",""
"","653","Create category with invalid data fails","tests.categories","Wed Nov 05 10:41:44 UTC 2025","passed","Wed Nov 05 10:41:45 UTC 2025","TestCategories","test_categories","",""
"","208","Update category","tests.categories","Wed Nov 05 10:41:46 UTC 2025","passed","Wed Nov 05 10:41:46 UTC 2025","TestCategories","test_categories","",""
"","239","Update product with invalid data fails","tests.products","Wed Nov 05 10:41:55 UTC 2025","failed","Wed Nov 05 10:41:55 UTC 2025","TestProducts","test_products","",""
"","262","Create product with invalid data fails","tests.products","Wed Nov 05 10:41:49 UTC 2025","passed","Wed Nov 05 10:41:50 UTC 2025","TestProducts","test_products","",""
"","118","Refreshing tokens with a valid token returns a new token pair","tests.authentication","Wed Nov 05 10:41:46 UTC 2025","passed","Wed Nov 05 10:41:46 UTC 2025","TestAuthentication","test_authentication","",""
"","226","Update category with invalid data fails","tests.categories","Wed Nov 05 10:41:47 UTC 2025","broken","Wed Nov 05 10:41:47 UTC 2025","TestCategories","test_categories","",""
"","223","Update product","tests.products","Wed Nov 05 10:41:51 UTC 2025","failed","Wed Nov 05 10:41:51 UTC 2025","TestProducts","test_products","",""
"","660","Create product with invalid data fails","tests.products","Wed Nov 05 10:41:50 UTC 2025","passed","Wed Nov 05 10:41:51 UTC 2025","TestProducts","test_products","",""
"","153","Getting users","tests.users","Wed Nov 05 10:41:57 UTC 2025","passed","Wed Nov 05 10:41:57 UTC 2025","TestUsers","test_users","",""
"","94","Upload file","tests.files","Wed Nov 05 10:41:48 UTC 2025","passed","Wed Nov 05 10:41:48 UTC 2025","TestFiles","test_files","",""
"","105","Login with invalid credentials","tests.authentication","Wed Nov 05 10:41:45 UTC 2025","passed","Wed Nov 05 10:41:45 UTC 2025","TestAuthentication","test_authentication","",""
"","31","Get file","tests.files","Wed Nov 05 10:41:48 UTC 2025","passed","Wed Nov 05 10:41:48 UTC 2025","TestFiles","test_files","",""
"","32","Update user with invalid data fails","tests.users","Wed Nov 05 10:41:57 UTC 2025","passed","Wed Nov 05 10:41:57 UTC 2025","TestUsers","test_users","",""
"","35","Update category with invalid data fails","tests.categories","Wed Nov 05 10:41:47 UTC 2025","passed","Wed Nov 05 10:41:47 UTC 2025","TestCategories","test_categories","",""
